"","Division","Colour","Alpha","Favourite","Prob"
"61","61","#0000FF96",0.588270267229799,"Coalition",0.794135133614899
"62","62","#0000FF6F",0.435905463762585,"Coalition",0.717952731881292
"63","63","#0000FF1F",0.121883692063267,"Coalition",0.560941846031633
"64","64","#0000FF09",0.0368042715838524,"Coalition",0.518402135791926
"65","65","#FF0000B3",0.700787401574803,"ALP",0.850393700787402
"66","66","#0000FFCA",0.790661385446738,"Coalition",0.895330692723369
"67","67","#0000FF0D",0.0511531887987897,"Coalition",0.525576594399395
"68","68","#0000FFAB",0.672093665926629,"Coalition",0.836046832963314
"69","69","#9E9E9E",0.617866107778254,"Bob Katter (KAP)",0.808933053889127
"70","70","#0000FF7A",0.477725930394359,"Coalition",0.73886296519718
"71","71","#FF00006A",0.414579755674743,"ALP",0.707289877837372
"72","72","#0000FF08",0.0323122114981116,"Coalition",0.516156105749056
"73","73","#0000FFBF",0.750246805532371,"Coalition",0.875123402766186
"74","74","#0000FFB0",0.688565074427299,"Coalition",0.844282537213649
"75","75","#0000FFBB",0.732481293352996,"Coalition",0.866240646676498
"76","76","#FF000020",0.125845958287891,"ALP",0.562922979143945
"77","77","#FF00009F",0.623449388903228,"ALP",0.811724694451614
"78","78","#FF00003F",0.246808830154678,"ALP",0.623404415077339
"79","79","#FF000090",0.564481103063073,"ALP",0.782240551531537
"80","80","#0000FF9B",0.609715422053454,"Coalition",0.804857711026727
"81","81","#0000FFB8",0.723014732290075,"Coalition",0.861507366145037
"82","82","#0000FFA2",0.634915732643192,"Coalition",0.817457866321596
"83","83","#FF00006B",0.417867031025011,"ALP",0.708933515512506
"84","84","#0000FFBD",0.739655030575589,"Coalition",0.869827515287794
"85","85","#0000FF7D",0.490351604770092,"Coalition",0.745175802385046
"86","86","#0000FFBD",0.739655030575589,"Coalition",0.869827515287794
"87","87","#FF000042",0.257197197912039,"ALP",0.628598598956019
"88","88","#FF0000B0",0.688541828360159,"ALP",0.844270914180079
"89","89","#FF0000AE",0.681060429326461,"ALP",0.840530214663231
"90","90","#0000FFBE",0.743504590740379,"Coalition",0.87175229537019
"91","91","#FF0000C1",0.755472754568453,"ALP",0.877736377284227
"92","92","#0000FFB4",0.70654573661913,"Coalition",0.853272868309565
"93","93","#FF00009C",0.613473344547145,"ALP",0.806736672273573
"94","94","#0000FF76",0.461285478939082,"Coalition",0.730642739469541
"95","95","#0000FF3F",0.247263807911546,"Coalition",0.623631903955773
"96","96","#616161",0.379664544860669,"Andrew Wilkie (IND)",0.689832272430334
"97","97","#FF000035",0.207894736842105,"ALP",0.603947368421053
"98","98","#FF000032",0.19765302626092,"ALP",0.59882651313046
"99","99","#0000FF66",0.40155052855171,"Coalition",0.700775264275855
"100","100","#FF0000A6",0.649265453201515,"ALP",0.824632726600758
"101","101","#FF0000AD",0.679109084474003,"ALP",0.839554542237001
"102","102","#FF000091",0.567220005346204,"ALP",0.783610002673102
"103","103","#FF00006F",0.435531016563819,"ALP",0.71776550828191
"104","104","#FF0000BA",0.729884870030332,"ALP",0.864942435015166
"105","105","#0000FF7D",0.490351604770092,"Coalition",0.745175802385046
"106","106","#FF00005D",0.364548494983278,"ALP",0.682274247491639
"107","107","#0000FF7D",0.490351604770092,"Coalition",0.745175802385046
"108","108","#FF0000BA",0.729912895358994,"ALP",0.864956447679497
"109","109","#0000FF73",0.449157702455856,"Coalition",0.724578851227928
"110","110","#0000FF86",0.526032315978456,"Coalition",0.763016157989228
"111","111","#0000FFBD",0.739655030575589,"Coalition",0.869827515287794
"112","112","#FF0000BC",0.735843648675277,"ALP",0.867921824337639
"113","113","#0000FFBA",0.729884870030332,"Coalition",0.864942435015166
"114","114","#0000FFB7",0.716155751950597,"Coalition",0.858077875975298
"115","115","#FF0000BA",0.729884870030332,"ALP",0.864942435015166
"116","116","#0000FFBD",0.739655030575589,"Coalition",0.869827515287794
"117","117","#FF0000B8",0.720251551112942,"ALP",0.860125775556471
"118","118","#FF0000BA",0.729912895358994,"ALP",0.864956447679497
"119","119","#0000FF97",0.59202648918024,"Coalition",0.79601324459012
"120","120","#FF0000A2",0.637249273053915,"ALP",0.818624636526957
"121","121","#FF00009F",0.624462494027711,"ALP",0.812231247013856
"122","122","#0000FFB7",0.716155751950597,"Coalition",0.858077875975298
"123","123","#0000FF62",0.384735880254112,"Coalition",0.692367940127056
"124","124","#FF0000BA",0.729912895358994,"ALP",0.864956447679497
"125","125","#0000FFC8",0.785769508940819,"Coalition",0.892884754470409
"126","126","#FF0000B4",0.706674315627185,"ALP",0.853337157813592
"127","127","#FF000089",0.538068946318378,"ALP",0.769034473159189
"128","128","#0000FF96",0.588785046728972,"Coalition",0.794392523364486
"129","129","#FF000027",0.153502191198214,"ALP",0.576751095599107
"130","130","#FF000082",0.511558980438648,"ALP",0.755779490219324
"131","131","#0000FFC4",0.767764104921081,"Coalition",0.883882052460541
"132","132","#0000FFC2",0.762736524999547,"Coalition",0.881368262499773
"133","133","#FF0000B7",0.716155751950597,"ALP",0.858077875975298
"134","134","#0000FFD0",0.816507470978171,"Coalition",0.908253735489086
"135","135","#FF0000CC",0.800492694722263,"ALP",0.900246347361132
"136","136","#FF000026",0.147778160523596,"ALP",0.573889080261798
"137","137","#0000FF7E",0.495454989737074,"Coalition",0.747727494868537
"138","138","#0000FFA6",0.649265453201515,"Coalition",0.824632726600758
"139","139","#0000FFB6",0.713747645951036,"Coalition",0.856873822975518
"140","140","#0000FF7D",0.491538823768644,"Coalition",0.745769411884322
"141","141","#0000FFA9",0.660796384251957,"Coalition",0.830398192125979
"142","142","#FF000081",0.507168549571913,"ALP",0.753584274785957
"143","143","#0000FF68",0.409747638638259,"Coalition",0.704873819319129
"144","144","#0000FFBC",0.738033482669182,"Coalition",0.869016741334591
"145","145","#0000FF0B",0.0418778539538036,"Coalition",0.520938926976902
"146","146","#0000FFB7",0.716361182498513,"Coalition",0.858180591249256
"147","147","#FF000069",0.412610099091285,"ALP",0.706305049545642
"148","148","#0000FFB4",0.70654573661913,"Coalition",0.853272868309565
"149","149","#0000FF7E",0.493157667725366,"Coalition",0.746578833862683
"150","150","#0000FFBE",0.745524624929409,"Coalition",0.872762312464704
